Verslóritgerðir	Verslóritgerð	nvfn-s
þ.e.	þ.e.	ks
að	að	c
ht	ht	x
sé	vera	svg3en
fasti	fasti	nken
,	,	pk
óháður	óháður	lkensf
tíma	tími	nkeþ
.	.	pl

Fyrir	fyrir	af
röð	röð	nveo
afgangsliða	afgangsliður	nkfe
st	st	x
,	,	pk
er	vera	sfg3en
nýtt	nýr	lhensf
líkan	líkan	nhen
afgangsliðanna	afgangsliður	nkfeg
í	í	af
öðru	annar	foheþ
veldi	veldi	nheþ
sem	sem	ct
fall	fall	nhen
af	af	af
fasta	fasti	nkeþ
og	og	c
q	q	x
töfðum	tafður	lhfþsf
gildum	gildi	nhfþ
s	s	nhee
(	(	pa
jafna	jafna	nven
24	24	ta
)	)	pa
metið	metinn	lhensf
með	með	af
OLS	OLS	e
(	(	pa
v	v	nhen
er	vera	sfg3en
hefðbundin	hefðbundinn	lvensf
afgangsstærð	afgangsstærð	nven
þessa	þessi	fahee
OLS	OLS	e
líkans	líkan	nhee
)	)	pa
.	.	pl

Mátgæði	mátgæði	nhfn
líkansins	líkan	nheeg
(	(	pa
e.	e.	ks
goodness	goodness	e
of	of	e
fit	fit	e
)	)	pa
,	,	pk
mæld	mæla	sþghfn
með	með	af
stærðinni	stærð	nveþg
R2	r2	x
gefa	gefa	sfg3fn
þá	þá	aa
prófstærðina	prófstærð	nveog
(	(	pa
jafna	jafna	nven
25	25	ta
)	)	pa
sem	sem	ct
er	vera	sfg3en
x2-dreifð	x2-dreifður	lvensf
með	með	af
q	q	x
frelsisgráður	frelsisgráða	nvfo
.	.	pl

Ef	ef	c
flöktklasar	flöktklasi	nkfn
eru	vera	sfg3fn
áberandi	áberandi	lkfnof
í	í	af
tímaröð	tímaröð	nveþ
má	mega	sfg3en
ætla	ætla	sng
að	að	c
AR	AR	e
(	(	pa
p	p	nhen
)	)	pa
líkan	líkan	nhen
af	af	af
þessu	þessi	faheþ
tagi	tag	nheþ
skili	skila	svg3en
hærra	hár	lheþvm
R2	r2	x
en	en	c
ella	ella	aa
,	,	pk
þ.e.	þ.e.	ks
að	að	c
tafin	tafinn	lhfnsf
gildi	gildi	nhfn
afgangsliða	afgangsliður	nkfe
hafi	hafa	svg3fn
nokkuð	nokkur	foheo
forspárgildi	forspárgildi	nheo
fyrir	fyrir	af
afgangsliðina	afgangsliður	nkfog
sjálfa	sjálfur	fbkfo
,	,	pk
og	og	c
núlltilgátunni	núlltilgáta	nveþg
verði	verða	svg3en
því	því	aa
hafnað	hafna	sþghen
.	.	pl

3.3	3.3	ta
ARCH-M	ARCH-M	e
ARCH-M	ARCH-M	e
líkanið	líkan	nheng
var	vera	sfg3eþ
sett	setja	sþghen
fram	fram	aa
árið	ár	nheog
1987	1987	ta
af	af	af
Engle	Engle	n----s
,	,	pk
Lilien	Lilien	n----s
og	og	c
Robins29	Robins29	ta
og	og	c
er	vera	sfg3en
viðbót	viðbót	nven
við	við	af
ARCH	ARCH	e
líkanið	líkan	nheog
þar	þar	aa
sem	sem	c
skilyrta	skilyrtur	lvenvf
dreifnin	dreifni	nveng
er	vera	sfg3en
gerð	gera	sþgven
að	að	af
stýribreytu	stýribreyta	nveþ
ávöxtunar	ávöxtun	nvee
á	á	af
hverjum	hver	fokeþ
tíma	tími	nkeþ
.	.	pl

ARCH	ARCH	e
líkanið	líkan	nheng
útskýrir	útskýra	sfg3en
gildi	gildi	nheo
rt	rt	x
í	í	af
raun	raun	nveþ
ekki	ekki	aa
á	á	af
nokkurn	nokkur	fokeo
hátt	háttur	nkeo
heldur	heldur	c
beinir	beina	sfg3en
athyglinni	athygli	nveþg
að	að	af
dreifninni	dreifni	nveþg
.	.	pl

ARCH-M	ARCH-M	e
líkaninu	líkan	nheþg
er	vera	sfg3en
ætlað	ætla	sþghen
að	að	cn
grípa	grípa	sng
áhrif	áhrif	nhfo
flökts	flökt	nhee
í	í	af
formi	form	nheþ
áhættuálags	áhættuálag	nhee
á	á	af
hið	hinn	gheo
einfalda	einfaldur	lheovf
slembna	slembinn	lheovf
líkan	líkan	nheo
af	af	af
ávöxtun	ávöxtun	nveþ
.	.	pl

Áður	áður	aa
höfðu	hafa	sfg3fþ
slíkar	slíkur	fbvfn
rannsóknir	rannsókn	nvfn
beinst	beina	sþmhen
að	að	af
því	það	fpheþ
að	að	cn
finna	finna	sng
fast	fastur	lheosf
áhættuálag	áhættuálag	nheo
eignar	eign	nvee
en	en	c
með	með	af
tilkomu	tilkoma	nveþ
ARCH-M	ARCH-M	e
líkansins	líkan	nheeg
er	vera	sfg3en
álaginu	álag	nheþg
lýst	lýsa	sþghen
sem	sem	ct
tímaháðu	tímaháður	lheþsf
ferli	ferli	nheþ
.	.	pl

Gerum	gera	svg1fn
nú	nú	aa
ráð	ráð	nheo
fyrir	fyrir	af
að	að	c
st	st	x
séu	vera	svg3fn
hendingar	hending	nvfn
úr	úr	af
ARCH	ARCH	e
(	(	pa
1	1	ta
)	)	pa
ferli	ferli	nheþ
,	,	pk
þ.a	þ.a	ks
.	.	pl

st	st	x
~	~	pa
IID	iid	x
(	(	pa
0	0	ta
,	,	pk
ht	ht	x
)	)	pa
.	.	pl

ARCH-M	ARCH-M	e
líkanið	líkan	nheng
er	vera	sfg3en
þá	þá	aa
sett	setja	sþghen
fram	fram	aa
með	með	af
tveim	tveir	tfvfþ
jöfnum	jafna	nvfþ
,	,	pk
(	(	pa
jafna	jafna	nven
26a	26a	ta
)	)	pa
(	(	pa
jafna	jafna	nven
26b	26b	ta
)	)	pa
Líkanið	líkan	nheog
má	mega	sfg3en
einnig	einnig	aa
útfæra	útfæra	sng
á	á	af
þann	sá	fakeo
hátt	háttur	nkeo
að	að	c
ávöxtunin	ávöxtun	nveng
sé	vera	svg3en
fall	fall	nhen
af	af	af
skilyrtu	skilyrtur	lheþsf
staðalfráviki	staðalfrávik	nheþ
hendinganna	hending	nvfeg
st	st	x
,	,	pk
fremur	fremur	aam
en	en	c
dreifni	dreifni	nveþ
,	,	pk
og	og	c
rannsóknir	rannsókn	nvfn
á	á	af
mældum	mældur	lvfþsf
fjármálatímaröðum	fjármálatímaröð	nvfþ
benda	benda	sfg3fn
til	til	af
þess	það	fphee
að	að	c
log	log	e
(	(	pa
h	h	x
)	)	pa
eigi	eiga	svg3en
jafnvel	jafnvel	aa
enn	enn	aa
betur	vel	aam
við	við	aa
.	.	pl

30	30	ta
Þó	þó	aa
eru	vera	sfg3fn
engar	enginn	fovfn
skýrar	skýr	lvfnsf
hagfræðikenningar	hagfræðikenning	nvfn
sem	sem	ct
styðja	styðja	sfg3fn
eina	einn	foveo
útgáfu	útgáfa	nveo
umfram	umfram	af
aðra	annar	foveo
.	.	pl

Það	það	fphen
virðist	virða	sfm3en
einfaldlega	einfaldlega	aa
vera	vera	sng
svo	svo	aa
að	að	c
aukin	aukinn	lvensf
dreifni	dreifni	nven
skili	skila	svg3en
sér	sig	fpveþ
ekki	ekki	aa
að	að	af
fullu	fullur	lheþsf
í	í	af
samsvarandi	samsvarandi	lveþof
aukningu	aukning	nveþ
áhættuálags	áhættuálag	nhee
.	.	pl

Lanne	Lanne	n----s
og	og	c
Saikkonen	Saikkonen	n----s
telja	telja	sfg3fn
að	að	c
fastanum	fasti	nkeþg
(	(	pa
tákn	tákn	nhen
)	)	pa
sé	vera	svg3en
ofaukið31	ofaukið31	x
eigi	eiga	svg3en
líkanið	líkan	nheng
að	að	cn
sannreyna	sannreyna	sng
sambandið	samband	nheog
milli	milli	af
ávöxtunar	ávöxtun	nvee
og	og	c
áhættu	áhætta	nvee
sem	sem	ct
ICAPM	ICAPM	e
líkan	líkan	nhen
Mertons32	Mertons32	n----s
lýsir	lýsa	sfg3en
.	.	pl

Þeir	hann	fpkfn
telja	telja	sfg3fn
hann	hann	fpkeo
vera	vera	sng
ástæðu	ástæða	nveo
þess	það	fphee
hve	hve	aa
illa	illa	aa
hefur	hafa	sfg3en
gengið	ganga	sþghen
að	að	cn
finna	finna	sng
skýr	skýr	lhfosf
merki	merki	nhfo
jákvæðs	jákvæður	lheesf
áhættuálags	áhættuálag	nhee
og	og	c
nota	nota	sfg3fn
(	(	pa
jafna	jafna	nven
)	)	pa
sem	sem	ct
ávöxtunarlíkan	ávöxtunarlíkan	nheo
fremur	fremur	aam
en	en	c
jöfnu	jafna	nveo
26a	26a	ta
.	.	pl

Scruggs	Scruggs	n----s
bendir	benda	sfg3en
á	á	af
að	að	c
þar	þar	aa
sem	sem	c
umframávöxtun	umframávöxtun	nven
er	vera	sfg3en
jafnan	jafnan	aa
jákvæð	jákvæður	lvensf
stærð	stærð	nven
og	og	c
dreifni	dreifni	nven
er	vera	sfg3en
það	það	fphen
alltaf	alltaf	aa
þá	þá	aa
sé	vera	svg3en
ekki	ekki	aa
að	að	cn
undra	undra	sng
að	að	aa
(	(	pa
tákn	tákn	nhen
)	)	pa
mælist	mæla	svm3en
jákvæður	jákvæður	lkensf
ef	ef	c
(	(	pa
tákn	tákn	nhen
)	)	pa
er	vera	sfg3en
tekinn	taka	sþgken
út	út	aa
úr	úr	af
líkaninu	líkan	nheþg
.	.	pl

33	33	ta
Skilyrði	skilyrði	nhfn
fyrir	fyrir	af
því	það	fpheþ
að	að	c
annað	annar	fohen
vægi	vægi	nhen
s	s	nhee
ferlisins	ferli	nheeg
,	,	pk
h	h	nhen
,	,	pk
sé	vera	svg3en
endanlegt	endanlegur	lhensf
voru	vera	sfg3fþ
sett	setja	sþghfn
fram	fram	aa
hér	hér	aa
á	á	aa
undan	undan	aa
.	.	pl

Fyrir	fyrir	af
ARCH-M	ARCH-M	e
líkanið	líkan	nheog
skal	skulu	sfg3en
dreifni	dreifni	nven
s	s	nhee
vera	vera	sng
endanleg	endanlegur	lvensf
stærð	stærð	nven
en	en	c
nú	nú	aa
er	vera	sfg3en
r	r	nhen
einnig	einnig	aa
fall	fall	nhen
af	af	af
h	h	nheþ
.	.	pl

Því	því	aa
er	vera	sfg3en
það	það	fphen
svo	svo	aa
að	að	c
sé	vera	svg3en
fjórða	fjórði	lhenvf
vægi	vægi	nhen
s	s	nhee
,	,	pk
E	e	x
(	(	pa
s4	s4	x
)	)	pa
=	=	m
E	e	x
(	(	pa
z4	z4	x
)	)	pa
E	e	x
(	(	pa
h2	h2	x
)	)	pa
ekki	ekki	aa
endanlegt	endanlegur	lhensf
,	,	pk
þá	þá	aa
er	vera	sfg3en
annað	annar	fohen
vægi	vægi	nhen
r	r	nhee
það	það	fphen
ekki	ekki	aa
heldur	heldur	aam
.	.	pl

Þannig	þannig	aa
aukast	auka	sfm3fn
skilyrðin	skilyrði	nhfng
sem	sem	ct
sett	setja	sþghfn
eru	vera	sfg3fn
á	á	af
h	h	nheo
þegar	þegar	c
líkanið	líkan	nheng
breytist	breyta	sfm3en
úr	úr	af
ARCH	ARCH	e
yfir	yfir	aa
í	í	af
ARCH-M	ARCH-M	e
.	.	pl

Ferlið	ferli	nheng
rt	rt	x
er	vera	sfg3en
sjálffylgið	sjálffylginn	lhensf
.	.	pl

Látum	láta	sfg1fn
ávöxtun	ávöxtun	nveo
nú	nú	aa
vera	vera	sng
háða	háður	lveosf
dreifni	dreifni	nveþ
en	en	c
ekki	ekki	aa
staðalfráviki	staðalfrávik	nheþ
þannig	þannig	aa
að	að	c
(	(	pa
jafna	jafna	nven
)	)	pa
t	t	nhen
og	og	c
skilgreinum	skilgreina	sfg1fn
samdreifnifall	samdreifnifall	nheo
rt	rt	x
sem	sem	ct
(	(	pa
jafna	jafna	nven
27	27	ta
)	)	pa
.	.	pl

Nú	nú	aa
er	vera	sfg3en
(	(	pa
jafna	jafna	nven
28	28	ta
)	)	pa
.	.	pl

Þar	þar	aa
sem	sem	ct
(	(	pa
jafbna	jafna	x
)	)	pa
þá	þá	aa
er	vera	sfg3en
(	(	pa
jafna	jafna	nven
)	)	pa
og	og	c
(	(	pa
jafna	jafna	nven
)	)	pa
.	.	pl

Sjálffylgni	sjálffylgni	nven
rt	rt	x
af	af	af
gráðu	gráða	nveþ
k	k	nhee
er	vera	sfg3en
þá	þá	aa
(	(	pa
jöfnur	jafna	nvfn
)	)	pa
og	og	c
því	því	aa
er	vera	sfg3en
(	(	pa
jafna	jafna	nven
)	)	pa
.	.	pl

Fyrstu	fyrstur	lveove
gráðu	gráða	nveo
sjálffylgni	sjálffylgni	nvee
ARCH-M	ARCH-M	e
ferlis	ferli	nhee
er	vera	sfg3en
(	(	pa
jafna	jafna	nven
29	29	ta
)	)	pa
og	og	c
að	að	c
gefinni	gefinn	lveþsf
þessari	þessi	faveþ
formúlu	formúla	nveþ
er	vera	sfg3en
auðvelt	auðveldur	lhensf
að	að	cn
reikna	reikna	sng
sjálffylgni	sjálffylgni	nveo
ARCH-M	ARCH-M	e
af	af	af
hærri	hár	lveþvm
gráðu	gráða	nveþ
.	.	pl

34	34	ta
ARCH-M	ARCH-M	e
líkön	líkan	nhfo
er	vera	sfg3en
töluvert	töluvert	aa
flóknara	flókinn	lhenvm
að	að	cn
meta	meta	sng
en	en	c
hefðbundin	hefðbundinn	lhfosf
ARCH	ARCH	e
líkön	líkan	nhfo
,	,	pk
meðal	meðal	af
annars	annar	fohee
vegna	vegna	af
þess	það	fphee
að	að	c
formúlan	formúla	nveng
fyrir	fyrir	af
dreifni	dreifni	nveo
ferlisins	ferli	nheeg
er	vera	sfg3en
ólínuleg	ólínulegur	lvensf
mismunajafna	mismunajafna	nven
.	.	pl

35	35	ta
Með	með	af
því	það	fpheþ
að	að	cn
leysa	leysa	sng
jöfnu	jafna	nveo
26a	26a	ta
fyrir	fyrir	af
st	st	x
og	og	c
stinga	stinga	sng
niðurstöðunni	niðurstaða	nveþg
inn	inn	aa
fyrir	fyrir	af
st	st	x
í	í	af
jöfnu	jafna	nveþ
26b	26b	ta
sést	sjá	sfm3en
hvernig	hvernig	aa
ht	ht	x
er	vera	sfg3en
ólínulegt	ólínulegur	lhensf
fall	fall	nhen
af	af	af
ht-1	ht-1	x
,	,	pk
(	(	pa
jafna	jafna	nven
30	30	ta
)	)	pa

4	4	ta
Gögn	gagn	nhfn
um	um	af
hlutabréfaviðskipti	hlutabréfaviðskipti	nhfo

Til	til	af
að	að	cn
kanna	kanna	sng
áhrif	áhrif	nhfo
flökts	flökt	nhee
á	á	af
ávöxtun	ávöxtun	nveo
hlutabréfa	hlutabréf	nhfe
á	á	af
Íslandi	Ísland	nheþ-s
verða	verða	sfg3fn
fyrir	fyrir	af
valinu	val	nheþg
gögn	gagn	nhfn
frá	frá	af
Kauphöll	Kauphöll	nveþ-s
Íslands	Ísland	nhee-s
frá	frá	af
ársbyrjun	ársbyrjun	nveþ
1997	1997	ta
til	til	af
ársloka	árslok	nhfe
2006	2006	ta
.	.	pl

Reiknuð	reikna	sþgven
er	vera	sfg3en
ávöxtun	ávöxtun	nven
dagslokagildis	dagslokagildi	nhee
Úrvalsvísitölunnar	Úrvalsvísitala	nveegs
,	,	pk
alls	allur	fohee
2.481	2.481	ta
gildi	gildi	nhfn
.	.	pl

Ávöxtun	ávöxtun	nven
er	vera	sfg3en
reiknuð	reikna	sþgven
sem	sem	c
mismunur	mismunur	nken
logra	logri	nkfe
vísitölustigsins	vísitölustig	nheeg
milli	milli	af
daga	dagur	nkfe
,	,	pk
(	(	pa
jafna	jafna	nven
31	31	ta
)	)	pa
þar	þar	aa
sem	sem	c
Pt	pt	x
er	vera	sfg3en
vísitölustig	vísitölustig	nhen
á	á	af
tíma	tími	nkeþ
t	t	nhee
og	og	c
pt	pt	x
=	=	m
log	log	e
(	(	pa
Pt	pt	x
)	)	pa
.	.	pl

Hér	hér	aa
er	vera	sfg3en
átt	eiga	sþghen
við	við	af
náttúrulega	náttúrulegur	lkfosf
logra	logri	nkfo
en	en	c
ekki	ekki	aa
tugalogra	tugalogri	nkfo
.	.	pl

4.1	4.1	ta
Saga	saga	nven-s
hlutabréfaviðskipta	hlutabréfaviðskipti	nhfe
á	á	af
Íslandi	Ísland	nheþ-s
Viðskipti	viðskipti	nhfn
með	með	af
hlutabréf	hlutabréf	nhfo
eiga	eiga	sfg3fn
sér	sig	fphfþ
fremur	fremur	aam
skamma	skammur	lveosf
sögu	saga	nveo
á	á	af
Íslandi	Ísland	nheþ-s
.	.	pl

Verðbréfaþing	Verðbréfaþing	nhen-s
Íslands	Ísland	nhee-s
var	vera	sfg3eþ
stofnað	stofna	sþghen
árið	ár	nheog
1985	1985	ta
að	að	af
frumkvæði	frumkvæði	nheþ
Seðlabanka	Seðlabanki	nkee-s
Íslands	Ísland	nhee-s
og	og	c
hófust	hefja	sfm3fþ
viðskipti	viðskipti	nhfn
með	með	af
ríkistryggð	ríkistryggður	lhfosf
skuldabréf	skuldabréf	nhfo
ári	ár	nheþ
seinna	seint	aam
.	.	pl

Á	á	af
þessum	þessi	fahfþ
árum	ár	nhfþ
voru	vera	sfg3fþ
þrír	þrír	tfkfn
ríkisreknir	ríkisrekinn	lkfnsf
bankar	banki	nkfn
ráðandi	ráðandi	lkfnof
á	á	af
íslenskum	íslenskur	lkeþsf
fjármálamarkaði	fjármálamarkaður	nkeþ
,	,	pk
verðbólga	verðbólga	nven
var	vera	sfg3eþ
há	hár	lvensf
og	og	c
sparnaður	sparnaður	nken
einstaklinga	einstaklingur	nkfe
lítill	lítill	lkensf
.	.	pl

Auk	auk	af
ríkisbankanna	ríkisbanki	nkfeg
störfuðu	starfa	sfg3fþ
hérlendis	hérlendis	aa
nokkrir	nokkur	fokfn
minni	lítill	lkfnvm
bankar	banki	nkfn
í	í	af
einkaeigu	einkaeiga	nveþ
og	og	c
sparisjóðir	sparisjóður	nkfn
voru	vera	sfg3fþ
reknir	reka	sþgkfn
víða	víða	aa
um	um	af
land	land	nheo
.	.	pl

Félög	félag	nhfn
í	í	af
atvinnurekstri	atvinnurekstur	nkeþ
voru	vera	sfg3fþ
gjarnan	gjarnan	aa
rótgróin	rótgróinn	lhfnsf
fjölskyldufyrirtæki	fjölskyldufyrirtæki	nhfn
og	og	c
eignarhald	eignarhald	nhen
breyttist	breyta	sfm3eþ
lítið	lítið	aa
milli	milli	af
ára	ár	nhfe
.	.	pl

36	36	ta
Árið	ár	nheog
1990	1990	ta
voru	vera	sfg3fþ
fyrstu	fyrstur	lhfnve
hlutabréfin	hlutabréf	nhfng
skráð	skrá	sþghfn
og	og	c
á	á	af
næstu	næstur	lhfþve
árum	ár	nhfþ
óx	vaxa	sfg3eþ
fjöldi	fjöldi	nken
skráðra	skráður	lhfesf
fyrirtækja	fyrirtæki	nhfe
stöðugt	stöðugt	aa
.	.	pl

Hann	hann	fpken
náði	ná	sfg3eþ
hámarki	hámark	nheþ
árið	ár	nheog
1999	1999	ta
þegar	þegar	c
75	75	ta
fyrirtæki	fyrirtæki	nhfn
voru	vera	sfg3fþ
skráð	skrá	sþghfn
hjá	hjá	af
Verðbréfaþingi	Verðbréfaþing	nheþ-s
Íslands	Ísland	nhee-s
.	.	pl

37	37	ta
Verðbréfaþing	Verðbréfaþing	nhen-s
Íslands	Ísland	nhee-s
tók	taka	sfg3eþ
svo	svo	aa
upp	upp	aa
nafnið	nafn	nheog
Kauphöll	Kauphöll	nveo-s
Íslands	Ísland	nhee-s
hf.	hf.	ks
(	(	pa
hér	hér	aa
eftir	eftir	aa
Kauphöllin	Kauphöll	nvengs
)	)	pa
árið	ár	nheog
2002	2002	ta
í	í	af
kjölfar	kjölfar	nheo
breytinga	breyting	nvfe
á	á	af
rekstrarfyrirkomulagi	rekstrarfyrirkomulag	nheþ
Verðbréfaþings	Verðbréfaþing	nhee-s
og	og	c
Verðbréfaskráningar	Verðbréfaskráning	nvee-s
Íslands	Ísland	nhee-s
.	.	pl

Þann	sá	fakeo
1.	1.	ta
desember	desember	nkeo
2006	2006	ta
tók	taka	sfg3eþ
loks	loks	aa
félagið	félag	nheng
OMX	OMX	n----s
AB	AB	n----s
við	við	af
rekstri	rekstur	nkeþ
Kauphallar	Kauphöll	nvee-s
Íslands	Ísland	nhee-s
.	.	pl

Félagið	félag	nheng
rekur	reka	sfg3en
kauphallir	kauphöll	nvfo
í	í	af
sjö	sjö	tfhfþ
löndum	land	nhfþ
norður	norður	aa
Evrópu	Evrópa	nvee-s
og	og	c
er	vera	sfg3en
þess	það	fphee
vænst	vænta	sþmhen
að	að	c
þessi	þessi	faken
samruni	samruni	nken
verðbréfamarkaða	verðbréfamarkaður	nkfe
á	á	af
Norðurlöndunum	Norðurlönd	nhfþgs
auki	auka	svg3en
sýnileika	sýnileiki	nkeo
íslenska	íslenskur	lkeevf
markaðarins	markaður	nkeeg
og	og	c
veiti	veita	svg3en
úgefendum	úgefandi	nkfþ
hlutafjár	hlutafé	nhee
á	á	af
Íslandi	Ísland	nheþ-s
víðtækari	víðtækur	lkeovm
aðgang	aðgangur	nkeo
að	að	af
erlendum	erlendur	lkfþsf
fjárfestum	fjárfestir	nkfþ
.	.	pl

Þann	sá	fakeo
5.	5.	ta
janúar	janúar	nkeo
2007	2007	ta
tók	taka	sfg3eþ
Kauphöll	Kauphöll	nven-s
Íslands	Ísland	nhee-s
þá	þá	aa
upp	upp	aa
heitið	heiti	nheog
OMX	OMX	n----s
Nordic	Nordic	e
Exchange	Exchange	e
á	á	af
Íslandi	Ísland	nheþ-s
.	.	pl

38	38	ta
Síðan	síðan	aa
2001	2001	ta
hefur	hafa	sfg3en
skráðum	skráður	lhfþsf
fyrirtækjum	fyrirtæki	nhfþ
á	á	af
markaðnum	markaður	nkeþg
fækkað	fækka	sþghen
því	það	fpheþ
dregið	draga	sþghen
hefur	hafa	sfg3en
úr	úr	af
nýskráningum	nýskráning	nvfþ
á	á	af
sama	samur	fbkeþ
tíma	tími	nkeþ
og	og	c
samrunar	samruni	nkfn
og	og	c
yfirtökur	yfirtaka	nvfn
á	á	af
skráðum	skráður	lhfþsf
félögum	félag	nhfþ
hafa	hafa	sfg3fn
verið	vera	sþghen
áberandi	áberandi	lvfnof
.	.	pl

Í	í	af
lok	lok	nhfo
ársins	ár	nheeg
2006	2006	ta
voru	vera	sfg3fþ
25	25	ta
félög	félag	nhfn
skráð	skrá	sþghfn
á	á	af
aðallista	aðallisti	nkeo
Kauphallarinnar	Kauphöll	nveegs
.	.	pl

Heildarmarkaðsvirði	heildarmarkaðsvirði	nhen
skráðra	skráður	lhfesf
félaga	félag	nhfe
hefur	hafa	sfg3en
þó	þó	aa
vaxið	vaxa	sþghen
ár	ár	nheo
frá	frá	af
ári	ár	nheþ
og	og	c
í	í	af
samanburði	samanburður	nkeþ
við	við	af
erlenda	erlendur	lkfosf
markaði	markaður	nkfo
hefur	hafa	sfg3en
vöxturinn	vöxtur	nkeng
verið	vera	sþghen
gríðarlega	gríðarlega	aa
hraður	hraður	lkensf
.	.	pl

Velta	velta	nven
skráðra	skráður	lhfesf
hlutabréfa	hlutabréf	nhfe
hefur	hafa	sfg3en
einnig	einnig	aa
vaxið	vaxa	sþghen
stöðugt	stöðugt	aa
,	,	pk
ef	ef	c
frá	frá	aa
er	vera	sfg3en
talið	telja	sþghen
árið	ár	nheng
2001	2001	ta
.	.	pl

Til	til	af
að	að	cn
mynda	mynda	sng
var	vera	sfg3eþ
velta	velta	nven
ársins	ár	nheeg
2005	2005	ta
ríflega	ríflega	aa
fjögurhundruðfalt	fjögurhundruðfalt	aa
meiri	mikill	lvenvm
en	en	c
velta	velta	nven
ársins	ár	nheeg
1995	1995	ta
,	,	pk
þ.e.	þ.e.	ks
meðal	meðal	lvenof
dagvelta	dagvelta	nven
ársins	ár	nheeg
2005	2005	ta
var	vera	sfg3eþ
hærri	hár	lvenvm
en	en	c
ársvelta	ársvelta	nven
1995	1995	ta
.	.	pl

Velta	velta	nven
hlutabréfa	hlutabréf	nhfe
í	í	af
Kauphöllinni	Kauphöll	nveþgs
1993-2006	1993-2006	ta

Mynd	mynd	nven
4.1	4.1	ta
-	-	pa
Velta	velta	nven
hlutabréfa	hlutabréf	nhfe
í	í	af
kauphöllinni	kauphöll	nveþg

Að	að	af
teknu	tekinn	lheþsf
tilliti	tillit	nheþ
til	til	af
verðbólgu	verðbólga	nvee
sem	sem	ct
var	vera	sfg3eþ
41%	41%	tp
yfir	yfir	af
tímabilið	tímabil	nheog
(	(	pa
ársmeðaltal	ársmeðaltal	nhen
vísitölu	vísitala	nvee
neysluverðs	neysluverð	nhee
óx	vaxa	sfg3eþ
úr	úr	af
173,2	173,2	ta
stigum	stig	nhfþ
fyrir	fyrir	af
árið	ár	nheog
1994	1994	ta
í	í	af
244,1	244,1	ta
stig	stig	nhfo
fyrir	fyrir	af
árið	ár	nheog
2005	2005	ta
)	)	pa
þá	þá	aa
ríflega	ríflega	aa
þrjúhundruðfaldaðist	þrjúhundruðfalda	sfm3eþ
veltan	velta	nveng
á	á	af
tímabilinu	tímabil	nheþg
.	.	pl

Heildamarkaðsvirði	heildarmarkaðsvirði	nhen
skráðra	skráður	lhfesf
félaga	félag	nhfe
í	í	af
árslok	árslok	nhfo
2005	2005	ta
var	vera	sfg3eþ
1.816	1.816	ta
milljarðar	milljarður	nkfn
íslenskra	íslenskur	lvfesf
króna	króna	nvfe
sem	sem	ct
samsvarar	samsvara	sfg3en
179%	179%	tp
af	af	af
vergri	vergur	lveþsf
landsframleiðslu	landsframleiðsla	nveþ
(	(	pa
verg	vergur	lvensf
landsframleiðsla	landsframleiðsla	nven
árið	ár	nheog
2005	2005	ta
var	vera	sfg3eþ
1.012	1.012	ta
milljarðar39	milljarðar39	x
)	)	pa
.	.	pl

Árið	ár	nheog
2006	2006	ta
var	vera	sfg3eþ
svo	svo	aa
enn	enn	aa
eitt	einn	fohen
metárið	metár	nheng
er	er	c
litið	líta	sþghen
er	vera	sfg3en
til	til	af
markaðsvirðis	markaðsvirði	nhee
skráðra	skráður	lhfesf
fyrirtækja	fyrirtæki	nhfe
og	og	c
veltu	velta	nvee
en	en	c
heildarmarkaðsvirði	heildarmarkaðsvirði	nhen
í	í	af
árslok	árslok	nhfo
2006	2006	ta
var	vera	sfg3eþ
2.590	2.590	ta
milljarðar	milljarður	nkfn
.	.	pl

Velta	velta	nven
viðskipta	viðskipti	nhfe
á	á	af
árinu	ár	nheþg
nam	nema	sfg3eþ
2.192	2.192	ta
milljörðum	milljarður	nkfþ
.	.	pl

Tafla	tafla	nven
4.140	4.140	ta

4.2	4.2	ta
Úrvalsvísitalan	Úrvalsvísitala	nvengs
Mest	mikið	aae
notaða	notaður	lvenvf
vísbendingin	vísbending	nveng
um	um	af
verðþróun	verðþróun	nveo
á	á	af
íslenska	íslenskur	lkeþvf
hlutabréfamarkaðnum	hlutabréfamarkaður	nkeþg
er	vera	sfg3en
Úrvalsvísitala	Úrvalsvísitala	nven-s
Aðallista	Aðallisti	nkee-s
(	(	pa
Úrvalsvísitalan	Úrvalsvísitala	nvengs
)	)	pa
sem	sem	ct
Kauphöllin	Kauphöll	nvengs
reiknar	reikna	sfg3en
og	og	c
birtir	birta	sfg3en
.	.	pl

Kauphöllin	Kauphöll	nvengs
birtir	birta	sfg3en
fjölda	fjöldi	nkeo
vísitalna	vísitala	nvfe
.	.	pl

Í	í	af
Vísitölu	Vísitala	nveþ-s
Aðallista	Aðallisti	nkee-s
eru	vera	sfg3fn
öll	allur	fohfn
félög	félag	nhfn
sem	sem	ct
skráð	skrá	sþghfn
eru	vera	sfg3fn
á	á	af
Aðallista	Aðallisti	nkeo-s
hverju	hver	foheþ
sinni	sinn	nheþ
,	,	pk
vegin	vega	sþghfn
eftir	eftir	af
markaðsvirði	markaðsvirði	nheþ
,	,	pk
en	en	c
einnig	einnig	aa
eru	vera	sfg3fn
reiknaðar	reikna	sþgvfn
